GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000172179	6	22237480	22347730	392	55	327560	0.47638	0.3169	PRL
ENSG00000112273	6	22519678	22621892	503	32	325187	5.5156	1.7379e-08	HDGFL1
ENSG00000152954	6	24076350	24205128	551	57	320946	-0.96823	0.83354	NRSN1
ENSG00000146038	6	24121984	24408280	1189	66	322457	-1.3064	0.90429	DCDC2
ENSG00000146049	6	24307131	24408512	410	40	322515	-2.0684	0.9807	KAAG1
ENSG00000124532	6	24353153	24475810	754	40	321601	-1.9962	0.97704	MRS2
ENSG00000112293	6	24374793	24545433	1098	48	322413	-0.23047	0.59114	GPLD1
ENSG00000112294	6	24445080	24587435	790	41	323370	0.77661	0.21869	ALDH5A1
ENSG00000137261	6	24494332	24696383	908	68	323690	0.80292	0.21101	KIAA0319
ENSG00000111802	6	24600205	24717261	504	34	325665	-0.52353	0.6997	TDP2
ENSG00000112304	6	24617263	24755293	578	41	324784	0.21172	0.41616	ACOT13
ENSG00000112308	6	24655089	24771064	460	53	323420	0.21275	0.41576	C6orf62
ENSG00000112312	6	24725159	24836327	454	52	320508	-0.30699	0.62058	GMNN
ENSG00000260286	6	24747549	24849117	402	47	318093	-0.74645	0.7723	C6orf229
ENSG00000111913	6	24747601	25092238	1365	110	324783	1.1796	0.11909	FAM65B
ENSG00000079691	6	25229306	25670758	2013	90	332225	1.4386	0.075136	LRRC16A
ENSG00000079689	6	25602464	25752011	652	37	331575	0.37969	0.35209	SCGN
ENSG00000164508	6	25676291	25776790	456	26	329944	-0.72987	0.76727	HIST1H2AA
ENSG00000146047	6	25677137	25777573	455	25	329933	-0.73122	0.76768	HIST1H2BA
ENSG00000146039	6	25704927	25831419	574	23	328298	-0.75419	0.77463	SLC17A4
ENSG00000124568	6	25733125	25882287	594	27	328022	-0.61657	0.73124	SLC17A1
ENSG00000124564	6	25783294	25932514	530	28	326248	-0.53008	0.70197	SLC17A3
ENSG00000112337	6	25862982	25980946	439	32	325709	-1.12	0.86863	SLC17A2
ENSG00000112343	6	25913030	26037384	407	33	323390	-1.2439	0.89323	TRIM38
ENSG00000124610	6	25967260	26068040	295	29	320529	-1.0289	0.84823	HIST1H1A
ENSG00000198366	6	25970718	26071186	298	29	321351	-1.0733	0.85844	HIST1H3A
ENSG00000196176	6	25971907	26072278	298	27	321545	-1.0048	0.84249	HIST1H4A
ENSG00000124529	6	25977124	26077480	307	27	322143	-0.97216	0.83451	HIST1H4B
ENSG00000124693	6	25981817	26082288	321	28	322825	-0.87443	0.80906	HIST1H3B
ENSG00000137259	6	25983320	26083796	324	29	322732	-0.89293	0.81405	HIST1H2AB
ENSG00000196226	6	25993455	26093885	324	28	322686	-0.75315	0.77432	HIST1H2BB
ENSG00000196532	6	25995639	26096097	327	27	322809	-0.65187	0.74276	HIST1H3C
ENSG00000187837	6	26005968	26106699	344	29	323476	-0.54471	0.70702	HIST1H1C
ENSG00000010704	6	26037509	26148571	393	34	325888	-0.062253	0.52482	HFE
ENSG00000197061	6	26054104	26154518	344	32	326019	0.053928	0.4785	HIST1H4C
ENSG00000187475	6	26057640	26158364	333	32	326780	0.061846	0.47534	HIST1H1T
ENSG00000180596	6	26065101	26174154	345	32	327015	-0.016436	0.50656	HIST1H2BC
ENSG00000180573	6	26074373	26189344	366	43	327632	0.38769	0.34912	HIST1H2AC
ENSG00000168298	6	26106559	26207343	352	39	329313	0.93656	0.17449	HIST1H1E
ENSG00000158373	6	26108349	26221577	405	39	330263	1.218	0.11162	HIST1H2BD
ENSG00000197697	6	26133958	26234454	351	26	330570	1.5302	0.062982	HIST1H2BE
ENSG00000188987	6	26138938	26239304	353	23	329086	1.5519	0.060339	HIST1H4D
ENSG00000197409	6	26147068	26249521	379	22	329169	1.6298	0.051568	HIST1H3D
ENSG00000196866	6	26149079	26249471	372	21	329167	1.6251	0.052075	HIST1H2AD
ENSG00000197846	6	26149748	26250942	376	21	329249	1.6696	0.047504	HIST1H2BF
ENSG00000198518	6	26154858	26256266	379	20	329157	1.686	0.045896	HIST1H4E
ENSG00000187990	6	26166428	26266872	391	21	329429	1.8108	0.035089	HIST1H2BG
ENSG00000168274	6	26167165	26267711	395	20	329424	1.7751	0.03794	HIST1H2AE
ENSG00000196966	6	26175383	26275844	408	23	329153	1.8214	0.03427	HIST1H3E
ENSG00000124575	6	26184440	26285216	409	27	328604	1.8078	0.035323	HIST1H1D
ENSG00000198327	6	26190561	26290976	420	28	328602	1.6113	0.053556	HIST1H4F
ENSG00000124578	6	26196886	26297259	413	28	328156	1.5544	0.060041	HIST1H4G
ENSG00000256316	6	26200370	26300835	405	30	328099	1.5891	0.056022	HIST1H3F
ENSG00000197459	6	26201879	26302303	401	28	328345	1.5639	0.058923	HIST1H2BH
ENSG00000256018	6	26221146	26321612	412	27	328160	1.2355	0.10832	HIST1H3G
ENSG00000168242	6	26223144	26323622	420	31	328168	1.188	0.11742	HIST1H2BI
ENSG00000158406	6	26231283	26335762	444	29	328397	0.77965	0.2178	HIST1H4H
ENSG00000186470	6	26315387	26428546	618	35	329703	-1.309	0.90473	BTN3A2
ENSG00000124508	6	26333324	26445102	573	27	329503	-1.4465	0.92598	BTN2A2
ENSG00000026950	6	26352465	26465444	578	25	327939	-1.1884	0.88265	BTN3A1
ENSG00000111801	6	26390700	26503643	472	32	326529	-0.22555	0.58922	BTN3A3
ENSG00000112763	6	26408150	26526849	445	31	328203	0.03969	0.48417	BTN2A1
ENSG00000124557	6	26451449	26560650	354	27	327900	0.80237	0.21117	BTN1A1
ENSG00000182952	6	26488633	26596482	329	18	330762	1.3129	0.094601	HMGN4
ENSG00000146109	6	26547180	26650278	336	18	331008	1.2829	0.099765	ABT1
ENSG00000181315	6	26586518	26709980	346	22	327628	0.82248	0.2054	ZNF322
ENSG00000124635	6	27043676	27150541	204	30	327903	0.094697	0.46228	HIST1H2BJ
ENSG00000196787	6	27050832	27153070	208	31	327857	0.13411	0.44666	HIST1H2AG
ENSG00000197903	6	27056073	27164619	252	27	327495	0.29177	0.38523	HIST1H2BK
ENSG00000198339	6	27057076	27158418	223	32	327295	0.2365	0.40652	HIST1H4I
ENSG00000184825	6	27064861	27165317	237	34	327258	0.34448	0.36524	HIST1H2AH
ENSG00000112812	6	27165480	27274403	382	36	326539	-0.58962	0.72228	PRSS16
ENSG00000158553	6	27203682	27329949	466	40	322834	-0.25502	0.60065	POM121L2
ENSG00000124613	6	27292394	27421683	573	29	322629	-0.0061003	0.50243	ZNF391
ENSG00000096654	6	27368522	27490897	470	21	320071	0.41067	0.34066	ZNF184
ENSG00000185130	6	27725257	27825709	269	24	322251	-1.2378	0.8921	HIST1H2BL
ENSG00000196747	6	27725899	27826429	271	24	322218	-1.2061	0.8861	HIST1H2AI
ENSG00000203813	6	27727842	27828314	270	24	322090	-1.1245	0.86961	HIST1H3H
ENSG00000182611	6	27732112	27832607	264	25	322120	-1.0553	0.85435	HIST1H2AJ
ENSG00000196374	6	27732822	27833267	265	25	321926	-1.0743	0.85865	HIST1H2BM
ENSG00000197238	6	27741884	27842257	282	27	319149	-0.91988	0.82118	HIST1H4J
ENSG00000197914	6	27748952	27849305	273	27	317877	-0.6139	0.73036	HIST1H4K
ENSG00000184348	6	27755658	27856117	286	26	319032	-0.55253	0.70971	HIST1H2AK
ENSG00000233822	6	27756323	27873487	334	33	318414	-0.36434	0.6422	HIST1H2BN
ENSG00000198374	6	27783034	27883606	285	26	315061	-0.11185	0.54453	HIST1H2AL
ENSG00000184357	6	27784570	27885359	285	32	315354	-0.21161	0.5838	HIST1H1B
ENSG00000182572	6	27789623	27890099	288	32	315822	-0.08089	0.53224	HIST1H3I
ENSG00000198558	6	27790926	27891289	290	33	315785	-0.073988	0.52949	HIST1H4L
ENSG00000197153	6	27808093	27910884	329	34	314511	0.25763	0.39835	HIST1H3J
ENSG00000233224	6	27810477	27910963	324	34	314373	0.29042	0.38575	HIST1H2AM
ENSG00000196331	6	27811203	27911669	323	35	314322	0.25527	0.39926	HIST1H2BO
ENSG00000168131	6	27828963	27930174	343	36	313416	0.28127	0.38925	OR2B2
ENSG00000124657	6	27875019	27975960	338	26	314096	0.65444	0.25641	OR2B6
ENSG00000197279	6	27998753	28107341	404	20	327554	0.20928	0.41711	ZNF165
ENSG00000196812	6	28042338	28147860	392	16	324461	0.38368	0.35061	ZSCAN16
ENSG00000198315	6	28059688	28177250	412	18	325189	0.35697	0.36056	ZKSCAN8
ENSG00000137185	6	28142664	28251260	311	27	323094	-0.15338	0.56095	ZSCAN9
ENSG00000187626	6	28162401	28277011	354	31	319730	-0.4657	0.67929	ZKSCAN4
ENSG00000189134	6	28177098	28278736	313	29	318131	-0.53706	0.70439	NKAPL
ENSG00000137338	6	28199314	28320326	393	32	318548	-0.55174	0.70944	PGBD1
ENSG00000235109	6	28242470	28374048	507	29	320204	-0.64715	0.74123	ZSCAN31
ENSG00000189298	6	28267691	28386947	482	33	322320	-0.70539	0.75972	ZKSCAN3
ENSG00000158691	6	28296732	28417511	503	24	325075	-0.56387	0.71358	ZSCAN12
ENSG00000187987	6	28349707	28461279	405	30	324869	-0.50369	0.69276	ZSCAN23
ENSG00000198704	6	28421073	28545992	353	35	316638	-0.8882	0.81278	GPX6
ENSG00000224586	6	28443702	28552729	298	30	315885	-0.94709	0.8282	GPX5
ENSG00000232040	6	28489407	28633989	370	32	306794	-1.9534	0.97462	SCAND3
ENSG00000204713	6	28820779	28941766	577	29	275841	1.6292	0.051632	TRIM27
ENSG00000204709	6	28861654	28962314	406	26	277226	1.9934	0.023109	C6orf100
ENSG00000197935	6	28912562	29023093	473	32	276438	2.2635	0.011802	ZNF311
ENSG00000204704	6	28961990	29063017	438	32	275873	2.1151	0.017213	OR2W1
ENSG00000204703	6	29003985	29105090	408	27	276139	2.0161	0.021893	OR2B3
ENSG00000204702	6	29018386	29119658	384	27	276287	1.665	0.047956	OR2J1
ENSG00000204701	6	29029668	29130603	381	25	276589	1.6901	0.045507	OR2J3
ENSG00000204700	6	29091311	29192351	396	22	278125	1.338	0.090448	OR2J2
ENSG00000204695	6	29224403	29325519	371	31	278515	0.61613	0.26891	OR14J1
ENSG00000243729	6	29273007	29449744	825	37	273626	-0.71116	0.76151	OR5V1
ENSG00000112462	6	29291200	29393068	446	34	277132	-0.20999	0.58316	OR12D3
ENSG00000168787	6	29314416	29415448	554	34	274282	-0.82375	0.79496	OR12D2
ENSG00000204694	6	29343281	29474848	650	35	271386	-1.372	0.91497	OR11A1
ENSG00000206474	6	29357083	29458731	518	26	270148	-1.6101	0.94631	OR10C1
ENSG00000204688	6	29374958	29482105	479	29	269515	-1.3944	0.9184	OR2H1
ENSG00000204687	6	29404474	29505738	458	34	270235	-1.2459	0.89359	MAS1L
ENSG00000213886	6	29473292	29577702	413	37	275762	0.012796	0.4949	UBD
ENSG00000204681	6	29473406	29651753	586	42	279850	0.51874	0.30197	GABBR1
ENSG00000204657	6	29505683	29606745	408	36	278702	0.82096	0.20583	OR2H2
ENSG00000204655	6	29574758	29690149	189	19	288754	1.4061	0.079846	MOG
ENSG00000204644	6	29590169	29698887	108	23	294954	0.61455	0.26943	ZFP57
ENSG00000204248	6	33080458	33210276	117	31	306600	-0.82443	0.79515	COL11A2
ENSG00000204231	6	33111365	33218630	137	35	307464	-0.54649	0.70763	RXRB
ENSG00000112473	6	33118222	33222216	151	37	307373	-0.5285	0.70142	SLC39A7
ENSG00000204228	6	33122419	33224608	159	37	308164	-0.3343	0.63092	HSD17B8
ENSG00000204227	6	33126272	33230499	172	37	308741	-0.30645	0.62037	RING1
ENSG00000223501	6	33168049	33289824	323	38	305542	0.38625	0.34966	VPS52
ENSG00000231500	6	33189787	33294287	287	29	306518	0.74455	0.22827	RPS18
ENSG00000235863	6	33194917	33302609	287	28	306582	0.93819	0.17407	B3GALT4
ENSG00000227057	6	33196885	33307304	285	30	306641	1.0898	0.1379	WDR46
ENSG00000204220	6	33207079	33316178	288	26	306164	1.053	0.14617	PFDN6
ENSG00000237441	6	33209431	33317101	287	26	306390	1.0324	0.15095	RGL2
ENSG00000231925	6	33217471	33332164	326	32	307197	1.0543	0.14588	TAPBP
ENSG00000236104	6	33232183	33335719	294	27	306430	1.0837	0.13925	ZBTB22
ENSG00000204209	6	33236335	33347046	308	31	307155	1.0389	0.14942	DAXX
ENSG00000237649	6	33309313	33427701	329	30	310383	0.33395	0.36921	KIFC1
ENSG00000112511	6	33328176	33434230	283	27	311219	0.2205	0.41274	PHF1
ENSG00000112514	6	33334219	33436094	263	26	311583	0.22781	0.4099	CUTA
ENSG00000197283	6	33337847	33471466	406	32	315695	0.16726	0.43358	SYNGAP1
ENSG00000213588	6	33372356	33475325	327	29	316769	0.084957	0.46615	ZBTB9
ENSG00000030110	6	33490329	33598019	673	41	323448	0.13195	0.44751	BAK1
ENSG00000204188	6	33501515	33606803	636	42	325120	-0.0017977	0.50072	GGNBP1
ENSG00000096433	6	33538142	33714351	888	56	323164	1.2041	0.11428	ITPR3
ENSG00000137288	6	33612070	33729504	567	38	322387	1.4269	0.0768	UQCC2
ENSG00000269490	6	33613196	33713474	479	41	321796	1.6765	0.046819	SBP1
ENSG00000161896	6	33639444	33764762	599	33	323121	1.1355	0.12808	IP6K3
ENSG00000161904	6	33688979	33806913	613	42	324693	0.65215	0.25715	LEMD2
ENSG00000096395	6	33712450	33821788	586	38	325771	0.45804	0.32346	MLN
ENSG00000124493	6	33939628	34173399	1045	74	321298	0.89432	0.18557	GRM4
ENSG00000137309	6	34154650	34264008	342	23	322723	2.3245	0.010048	HMGA1
ENSG00000186577	6	34164157	34267247	312	19	323047	2.42	0.0077608	C6orf1
ENSG00000272325	6	34197456	34410451	547	22	323604	2.3881	0.0084688	NUDT3
ENSG00000270800	6	34206547	34443825	636	34	323360	2.2654	0.011743	RPS10-NUDT3
ENSG00000124614	6	34335231	34443902	259	29	322361	1.4718	0.070538	RPS10
ENSG00000124507	6	34383916	34553006	499	64	319630	1.9867	0.023476	PACSIN1
ENSG00000124664	6	34455579	34574110	339	40	318595	2.2693	0.011624	SPDEF
ENSG00000196821	6	34505065	34714636	643	36	318258	3.5124	0.00022204	C6orf106
ENSG00000124562	6	34675183	34791571	429	14	324758	3.6268	0.00014346	SNRPC
ENSG00000065060	6	34709857	34900915	654	23	323367	3.5612	0.00018455	UHRF1BP1
ENSG00000064995	6	34795555	34905866	345	26	320875	2.7758	0.0027535	TAF11
ENSG00000064999	6	34807042	35109179	854	44	322849	1.9599	0.025006	ANKS1A
ENSG00000124678	6	35035848	35166387	444	25	326866	2.4715	0.0067282	TCP11
ENSG00000146197	6	35132190	35270856	369	23	322075	3.3	0.00048348	SCUBE3
ENSG00000065029	6	35176686	35313762	363	24	320378	2.9746	0.0014671	ZNF76
ENSG00000023892	6	35215595	35339548	362	25	321250	2.6302	0.0042671	DEF6
ENSG00000112033	6	35260335	35445968	636	41	320329	2.5441	0.005478	PPARD
ENSG00000112039	6	35370138	35484880	418	49	322384	3.3523	0.00040069	FANCE
ENSG00000198755	6	35386185	35488562	359	43	324073	3.2599	0.00055735	RPL10A
ENSG00000007866	6	35391374	35514853	475	56	326094	3.431	0.00030066	TEAD3
ENSG00000112041	6	35415651	35530715	495	47	328390	3.6294	0.00014204	TULP1
ENSG00000096060	6	35491362	35746360	768	42	328316	2.8373	0.0022749	FKBP5
ENSG00000157343	6	35654809	35766856	360	38	328558	1.7618	0.039051	ARMC12
ENSG00000196748	6	35694371	35797329	344	35	329502	1.3083	0.095378	CLPSL2
ENSG00000204140	6	35698794	35811452	379	33	329520	0.90757	0.18205	CLPSL1
ENSG00000137392	6	35712759	35815088	371	29	329530	0.41593	0.33873	CLPS
ENSG00000197753	6	35723070	35851651	444	29	329274	-0.037082	0.51479	LHFPL5
ENSG00000096063	6	35750743	35939119	513	22	328462	-0.71402	0.76239	SRPK1
ENSG00000112053	6	35861291	36042645	497	46	329070	-1.1633	0.87764	SLC26A8
ENSG00000112062	6	35945488	36129013	503	29	328578	-1.0948	0.86319	MAPK14
ENSG00000156711	6	36045586	36157842	228	34	327108	-1.1933	0.88362	MAPK13
ENSG00000096070	6	36114521	36250567	267	40	326431	-1.484	0.9311	BRPF3
ENSG00000180316	6	36160980	36326372	424	77	326152	0.79773	0.21251	PNPLA1
ENSG00000189325	6	36233534	36354662	413	80	325370	0.65022	0.25777	C6orf222
ENSG00000010030	6	36272419	36406164	473	69	326894	0.82924	0.20348	ETV7
ENSG00000179165	6	36308328	36460666	529	40	327039	-0.084601	0.53371	PXT1
ENSG00000112078	6	36360544	36508920	497	19	329044	-0.77796	0.7817	KCTD20
ENSG00000112079	6	36411669	36565247	527	20	327221	-1.2268	0.89005	STK38
ENSG00000112081	6	36512145	36623377	439	28	328907	-1.1226	0.8692	SRSF3
ENSG00000124762	6	36594305	36705116	447	47	330638	0.65935	0.25484	CDKN1A
ENSG00000255587	6	36633256	36749870	522	43	330608	0.94897	0.17132	RAB44
ENSG00000124772	6	36658552	36857778	802	69	330521	0.34798	0.36393	CPNE5
ENSG00000137168	6	36772603	36892800	434	32	330674	0.55937	0.28795	PPIL1
ENSG00000198663	6	36789646	36946740	639	46	330019	1.0094	0.15639	C6orf89
ENSG00000164530	6	36872209	36982613	477	48	328779	1.6513	0.049334	PI16
ENSG00000137409	6	36885917	37004074	537	53	328071	1.2	0.11506	MTCH1
ENSG00000146192	6	36923422	37046846	502	56	328292	0.85688	0.19576	FGD2
ENSG00000226976	6	36962607	37063177	380	36	327989	0.033104	0.4868	COX6A1P2
ENSG00000137193	6	37087979	37193202	356	40	327550	-0.33516	0.63125	PIM1
ENSG00000172738	6	37129956	37275931	372	37	325192	1.025	0.15269	TMEM217
ENSG00000065491	6	37175548	37350746	365	30	325365	1.7223	0.042504	TBC1D22B
ENSG00000112130	6	37271748	37412514	326	43	328346	2.1971	0.014008	RNF8
ENSG00000137200	6	37350995	37500603	435	31	329496	1.8031	0.035688	CMTR1
ENSG00000198937	6	37400696	37517698	378	35	329139	1.5452	0.061147	CCDC167
ENSG00000112139	6	37550284	37717082	799	85	329843	-0.70705	0.76023	MDGA1
ENSG00000156639	6	37737275	38172400	1400	35	329106	1.3373	0.090568	ZFAND3
ENSG00000183826	6	38086227	38657924	1666	93	328209	1.1615	0.12273	BTBD9
ENSG00000124767	6	38593701	38720917	476	54	329736	0.92417	0.1777	GLO1
ENSG00000124721	6	38633117	39048301	1727	89	329839	-1.0919	0.86256	DNAH8
ENSG00000112164	6	38966574	39105519	562	59	330110	1.5771	0.057385	GLP1R
ENSG00000112167	6	39021840	39132965	502	51	331396	2.5881	0.0048248	SAYSD1
ENSG00000164626	6	39106749	39247226	677	75	329723	4.5942	2.1722e-06	KCNK5
ENSG00000124780	6	39216777	39332329	674	49	328395	0.055801	0.47775	KCNK17
ENSG00000095981	6	39232474	39340744	626	49	328371	0.044717	0.48217	KCNK16
ENSG00000164627	6	39247766	39743181	1738	91	327730	-1.3844	0.91689	KIF6
ENSG00000146122	6	39710142	39922648	787	74	326819	-1.262	0.89653	DAAM2
ENSG00000124615	6	39817354	39952290	476	48	327429	-0.62971	0.73556	MOCS1
ENSG00000156564	6	40309325	40605204	1264	72	331007	-0.81756	0.7932	LRFN2
ENSG00000124602	6	40944772	41056928	257	23	320247	0.52625	0.29936	UNC5CL
ENSG00000124596	6	40951366	41115526	365	25	321061	0.16022	0.43635	OARD1
ENSG00000112212	6	40960293	41062076	217	25	319365	0.32864	0.37122	TSPO2
ENSG00000124701	6	40971043	41082250	241	24	320409	0.29357	0.38454	APOBEC2
ENSG00000001167	6	40990684	41117715	289	16	320390	0.33752	0.36786	NFYA
ENSG00000161911	6	41067080	41172075	247	28	321462	0.43488	0.33182	TREML1
ENSG00000095970	6	41076244	41180924	266	31	321875	0.63218	0.26364	TREM2
ENSG00000112195	6	41108015	41218932	432	41	325539	0.61085	0.27065	TREML2
ENSG00000188056	6	41146062	41256620	542	44	326862	0.28228	0.38887	TREML4
ENSG00000124731	6	41185664	41304457	729	45	323854	-0.48674	0.68678	TREM1
ENSG00000096264	6	41253393	41368625	671	57	322879	-1.4081	0.92046	NCR2
ENSG00000137166	6	41464164	41620122	515	59	317825	-0.13169	0.55239	FOXP4
ENSG00000112559	6	41554620	41671984	456	75	324032	0.43471	0.33189	MDFI
ENSG00000112561	6	41601716	41753997	557	86	324248	-0.066396	0.52647	TFEB
ENSG00000268275	6	41603964	41704127	390	62	325568	0.38493	0.35015	AL035588.1
ENSG00000096088	6	41654449	41771847	351	54	325988	-0.78409	0.78351	PGC
ENSG00000137218	6	41687914	41804280	308	41	323013	-0.85934	0.80492	FRS3
ENSG00000124593	6	41698087	41807879	296	37	322265	-1.283	0.90025	PRICKLE4
ENSG00000214736	6	41705400	41807636	279	34	322430	-1.3504	0.91156	TOMM6
ENSG00000164663	6	41707634	41913099	487	41	324866	-1.3795	0.91613	USP49
ENSG00000124641	6	41823092	41938877	279	28	327499	-1.1439	0.87367	MED20
ENSG00000112578	6	41838926	41950784	287	30	327388	-1.0698	0.85765	BYSL
ENSG00000112576	6	41852671	42068095	751	95	327673	-0.84733	0.80159	CCND3
ENSG00000137413	6	41968251	42105199	614	93	326423	-0.70329	0.75906	TAF8
ENSG00000188112	6	42018856	42160357	641	90	323565	-0.8346	0.79803	C6orf132
ENSG00000048545	6	42073144	42197794	550	50	324045	-0.83484	0.7981	GUCA1A
ENSG00000214732	6	42073279	42181156	491	60	323319	-0.81917	0.79366	RP1-139D8.6
ENSG00000112599	6	42102139	42212654	444	38	325832	-0.50726	0.69401	GUCA1B
ENSG00000048544	6	42124539	42235603	399	23	325359	-0.46376	0.67859	MRPS10
ENSG00000124496	6	42142669	42469789	929	73	321574	-0.95486	0.83018	TRERF1
ENSG00000024048	6	42481800	42711242	561	25	328402	1.5828	0.05673	UBR2
ENSG00000112619	6	42614340	42740312	330	30	326088	1.3165	0.09401	PRPH2
ENSG00000124659	6	42662219	42764558	281	35	325840	1.3925	0.081884	TBCC
ENSG00000112624	6	42699765	42886298	432	42	323363	0.53172	0.29746	GLTSCR1L
ENSG00000146223	6	42797356	42907663	282	24	324764	-0.1183	0.54709	RPL7L1
ENSG00000221821	6	42808005	42908554	274	22	325108	-0.29527	0.61611	C6orf226
ENSG00000171611	6	42833727	42943573	352	24	328838	1.2367	0.10811	PTCRA
ENSG00000137161	6	42846938	42957025	380	27	327896	1.2329	0.10881	CNPY3
ENSG00000124713	6	42878496	42981618	351	27	326470	1.3303	0.091714	GNMT
ENSG00000124587	6	42881608	42996958	377	29	325431	1.3503	0.08846	PEX6
ENSG00000112640	6	42902237	43030080	412	32	322382	1.4114	0.079065	PPP2R5D
ENSG00000124733	6	42929832	43031706	316	28	319666	0.80182	0.21133	MEA1
ENSG00000124702	6	42931951	43039036	340	25	319702	0.64427	0.2597	KLHDC3
ENSG00000124541	6	42939383	43051894	350	26	320220	0.33553	0.36861	RRP36
ENSG00000044090	6	42955355	43071683	319	22	320088	0.42407	0.33576	CUL7
ENSG00000137171	6	42958515	43092837	360	27	320953	0.66759	0.2522	KLC4
ENSG00000112651	6	42971767	43077544	276	25	318712	0.57387	0.28303	MRPL2
ENSG00000112655	6	42994006	43179457	480	44	321712	1.0526	0.14627	PTK7
ENSG00000112658	6	43089037	43199243	300	27	322903	0.96572	0.16709	SRF
ENSG00000112659	6	43099913	43242325	401	38	324772	2.0306	0.021146	CUL9
ENSG00000112667	6	43143367	43247222	299	33	324789	2.255	0.012067	DNPH1
ENSG00000146216	6	43161418	43305997	381	46	323157	2.7292	0.0031741	TTBK1
ENSG00000137204	6	43213432	43323276	269	35	322130	2.9328	0.0016798	SLC22A7
ENSG00000146215	6	43217448	43326535	266	36	321101	2.8724	0.0020367	CRIP3
ENSG00000171467	6	43224872	43387216	394	41	322771	2.491	0.0063697	ZNF318
ENSG00000124574	6	43345104	43468168	324	38	323275	0.81112	0.20865	ABCC10
ENSG00000171462	6	43368090	43474370	282	36	321709	0.47896	0.31598	DLK2
ENSG00000137221	6	43395261	43524294	286	33	319587	-0.32306	0.62668	TJAP1
ENSG00000204052	6	43424707	43528424	215	21	322314	-0.78579	0.784	LRRC73
ENSG00000171453	6	43427440	43547323	242	22	322187	-0.61329	0.73016	POLR1C
ENSG00000137207	6	43429565	43534728	218	20	322099	-0.70288	0.75893	YIPF3
ENSG00000124571	6	43440072	43593812	281	18	320888	-0.56856	0.71517	XPO5
ENSG00000170734	6	43493887	43636701	283	18	324825	-0.33232	0.63017	POLH
ENSG00000172432	6	43523053	43646899	268	19	324870	-0.38612	0.6503	GTPBP2
ENSG00000124688	6	43547277	43658689	255	18	325705	-0.36076	0.64086	MAD2L1BP
ENSG00000172426	6	43562783	43690336	326	25	326662	-0.31547	0.6238	RSPH9
ENSG00000096080	6	43589040	43705528	349	32	328759	-0.21385	0.58467	MRPS18A
ENSG00000112715	6	43687921	43804224	361	64	327434	2.3637	0.0090476	VEGFA
ENSG00000181577	6	43918317	44023695	473	58	324907	-0.020679	0.50825	C6orf223
ENSG00000180992	6	44031194	44145194	455	43	327356	0.36828	0.35633	MRPL14
ENSG00000137216	6	44044651	44173256	500	62	325686	0.1164	0.45367	TMEM63B
ENSG00000137225	6	44076548	44202139	444	73	324411	-0.16018	0.56363	CAPN11
ENSG00000112759	6	44137242	44251888	401	76	321157	-1.4462	0.92594	SLC29A1
ENSG00000096384	6	44164824	44271620	379	59	322293	-1.7751	0.96206	HSP90AB1
ENSG00000157593	6	44171833	44275291	374	58	321256	-1.8402	0.96713	SLC35B2
ENSG00000146232	6	44175903	44283500	383	56	322020	-1.9628	0.97517	NFKBIE
ENSG00000178233	6	44188203	44325243	481	67	323034	-1.6879	0.95428	TMEM151B
ENSG00000272442	6	44190931	44396694	660	77	322864	-0.95544	0.83032	RP11-444E17.6
ENSG00000146221	6	44196480	44315458	438	61	322652	-1.6074	0.94601	TCTE1
ENSG00000124608	6	44217391	44331063	390	46	322111	-1.227	0.8901	AARS2
ENSG00000249481	6	44260397	44394904	402	44	323080	-0.29254	0.61506	SPATS1
ENSG00000096401	6	44305262	44468163	494	63	325136	-0.023663	0.50944	CDC5L
ENSG00000267849	6	44350472	44450720	294	39	324438	0.3421	0.36614	AL133262.1
ENSG00000196284	6	44727054	45395690	2315	32	328410	-0.36881	0.64386	SUPT3H
ENSG00000124813	6	45245894	45682086	1272	70	328334	-0.22741	0.58995	RUNX2
ENSG00000112782	6	45818045	46098132	945	81	328346	0.79602	0.21301	CLIC5
ENSG00000001561	6	46047730	46164436	358	18	327580	-0.34679	0.63563	ENPP4
ENSG00000112796	6	46076924	46188708	313	25	325908	-0.25261	0.59972	ENPP5
ENSG00000172348	6	46138475	46509709	846	53	325700	0.99882	0.15894	RCAN2
ENSG00000146233	6	46467541	46670523	563	34	325554	1.2899	0.098543	CYP39A1
ENSG00000153291	6	46570678	46695930	278	32	319245	0.83412	0.20211	SLC25A27
ENSG00000180113	6	46605612	46722056	235	38	316242	1.2779	0.10064	TDRD6
ENSG00000146070	6	46621938	46753430	304	39	318627	0.6823	0.24752	PLA2G7
ENSG00000230062	6	46664654	46777243	279	41	324714	0.7078	0.23954	ANKRD66
ENSG00000112818	6	46711127	46857515	484	44	328336	1.4879	0.068392	MEP1A
ENSG00000069122	6	46770249	46972680	814	53	329439	0.9794	0.16369	GPR116
ENSG00000153292	6	46915440	47060099	547	43	327328	-0.73568	0.76904	GPR110
ENSG00000146072	6	47149268	47327641	598	70	326752	-2.4355	0.99256	TNFRSF21
ENSG00000198087	6	47395525	47644999	774	24	330996	1.8666	0.030976	CD2AP
ENSG00000164393	6	47574172	47715533	617	18	330828	1.5832	0.056682	GPR111
